created,created_by_ref,description,external_references,id,indicator_types,labels,modified,name,pattern,pattern_type,pattern_version,spec_version,type,valid_from,summary
2026-01-13T14:23:03.563254Z,identity--49ce27ee-ff24-06eb-d426-59362685719b,"Indicator of Compromise: domain-name - telegram2.update.agent
Confidence: medium
Notes: Label used for the persistent Launch Daemon in BlueNoroff attack, which launches the Telegram2 Nim loader.",,indicator--389c63ea-dceb-4921-9e79-3ddaad5f1d6a,"[""malicious-activity""]",,2026-01-13T14:23:03.563254Z,DOMAIN-NAME: telegram2.update.agent,[domain-name:value = 'telegram2.update.agent'],stix,2.1,2.1,indicator,2026-01-13T14:23:03.563254Z,"The object contains information about an Indicator of Compromise (IOC) in the format used by STIX, a standard for threat intelligence sharing. The IOC is related to a domain name, specifically 'telegram2.update.agent'.

The indicator is classified as malicious activity and was identified using a pattern that matches a specific domain name value. The pattern type is STIX and follows version 2.1, indicating its relevance to the STIX specification.

This IOC label is used in conjunction with BlueNoroff attacks, which utilize a Launch Daemon in order to launch the Telegram2 Nim loader. As such, this indicator serves as a persistent identification of the malicious activity associated with these types of attacks."
,,Malware delivery URLs observed in campaigns exploiting CVE-2025-55182.,,indicator--7ffd7650-e08e-40bb-8849-75e8fae918da,,"[""malicious-url""]",,,[url:value = 'http://172.237.55.180/b'] OR [url:value = 'http://172.237.55.180/c'] OR [url:value = 'http://176.117.107.154/bot'] OR [url:value = 'http://193.34.213.150/nuts/bolts'] OR [url:value = 'http://193.34.213.150/nuts/x86'] OR [url:value = 'http://23.132.164.54/bot'] OR [url:value = 'http://31.56.27.76/n2/x86'] OR [url:value = 'http://31.56.27.97/scripts/4thepool_miner.sh'] OR [url:value = 'http://41.231.37.153/rondo.aqu.sh'] OR [url:value = 'http://41.231.37.153/rondo.arc700'] OR [url:value = 'http://41.231.37.153/rondo.armeb'] OR [url:value = 'http://41.231.37.153/rondo.armebhf'] OR [url:value = 'http://41.231.37.153/rondo.armv4l'] OR [url:value = 'http://41.231.37.153/rondo.armv5l'] OR [url:value = 'http://41.231.37.153/rondo.armv6l'] OR [url:value = 'http://41.231.37.153/rondo.armv7l'] OR [url:value = 'http://41.231.37.153/rondo.i486'] OR [url:value = 'http://41.231.37.153/rondo.i586'] OR [url:value = 'http://41.231.37.153/rondo.i686'] OR [url:value = 'http://41.231.37.153/rondo.m68k'] OR [url:value = 'http://41.231.37.153/rondo.mips'] OR [url:value = 'http://41.231.37.153/rondo.mipsel'] OR [url:value = 'http://41.231.37.153/rondo.powerpc'] OR [url:value = 'http://41.231.37.153/rondo.powerpc-440fp'] OR [url:value = 'http://41.231.37.153/rondo.sh4'] OR [url:value = 'http://41.231.37.153/rondo.sparc'] OR [url:value = 'http://41.231.37.153/rondo.x86_64'] OR [url:value = 'http://51.81.104.115/nuts/bolts'] OR [url:value = 'http://51.81.104.115/nuts/x86'] OR [url:value = 'http://51.91.77.94:13339/termite/51.91.77.94:13337'] OR [url:value = 'http://59.7.217.245:7070/app2'] OR [url:value = 'http://59.7.217.245:7070/c.sh'] OR [url:value = 'http://68.142.129.4:8277/download/c.sh'] OR [url:value = 'http://89.144.31.18/nuts/bolts'] OR [url:value = 'http://89.144.31.18/nuts/x86'] OR [url:value = 'http://gfxnick.emerald.usbx.me/bot'] OR [url:value = 'http://meomeoli.mooo.com:8820/CLoadPXP/lix.exe?pass=PXPa9682775lckbitXPRopGIXPIL'] OR [url:value = 'https://api.hellknight.xyz/js'] OR [url:value = 'https://gist.githubusercontent.com/demonic-agents/39e943f4de855e2aef12f34324cbf150/raw/e767e1cef1c35738689ba4df9c6f7f29a6afba1a/setup_c3pool_miner.sh'],,,,indicator,,"The object contains a detailed description of a malware delivery URL observed in campaigns exploiting CVE-2025-55182. The indicator is categorized as malicious-url and consists of multiple URLs that are potential sources of malware.

These URLs are used to deliver various types of malware, including but not limited to botnets, cryptocurrency miners, and other types of malicious software. The pattern is designed to match specific patterns in the URL that indicate a potential threat.

The indicator is identified by an ID of 'indicator--7ffd7650-e08e-40bb-8849-75e8fae918da'. The external references field is currently blank, and there are no labels or specifications associated with this indicator."
,,MD5 file hashes associated with malware delivered via CVE-2025-55182.,,indicator--7dab6c64-f0b0-4c78-b2f1-fb9a8209824b,,"[""file-hash-md5""]",,,[file:hashes.'MD5' = '0450fe19cfb91660e9874c0ce7a121e0'] OR [file:hashes.'MD5' = '3ba4d5e0cf0557f03ee5a97a2de56511'] OR [file:hashes.'MD5' = '622f904bb82c8118da2966a957526a2b'] OR [file:hashes.'MD5' = '791f123b3aaff1b92873bd4b7a969387'] OR [file:hashes.'MD5' = 'c6381ebf8f0349b8d47c5e623bbcef6b'] OR [file:hashes.'MD5' = 'e82057e481a2d07b177d9d94463a7441'],,,,indicator,,"The object contains a malware indicator related to the CVE-2025-55182 vulnerability. This indicator is based on MD5 file hashes associated with malware delivered through this vulnerability.

The indicator includes five specific MD5 hashes that are suspected to be linked to malware. These hashes are:

* 0450fe19cfb91660e9874c0ce7a121e0
* 3ba4d5e0cf0557f03ee5a97a2de56511
* 622f904bb82c8118da2966a957526a2b
* 791f123b3aaff1b92873bd4b7a969387
* c6381ebf8f0349b8d47c5e623bbcef6b

These hashes are included in an OR pattern, which means that if any of these hashes is found in a file, the indicator is triggered."
2026-01-13T14:19:02.994249Z,identity--61f25293-60ae-c54f-5dc9-804b842cf3fa,"Indicator of Compromise: domain-name - swapsushi.net
Confidence: high
Notes: Domain associated with the SwapSushi brand, promoted by the threat actor. Listed on anti-scam blocklists and used for cryptocurrency-related scams. Infrastructure linked to the same actor behind the malicious Chrome extension.",,indicator--a9111411-5f7b-49c8-be68-5f6d2ccec094,"[""malicious-activity""]",,2026-01-13T14:19:02.994249Z,DOMAIN-NAME: swapsushi.net,[domain-name:value = 'swapsushi.net'],stix,2.1,2.1,indicator,2026-01-13T14:19:02.994249Z,"The object contains information about a malicious domain indicator related to the threat actor behind a malicious Chrome extension. 

This domain, swapsushi.net, is associated with the SwapSushi brand and promoted by the threat actor. It has been listed on anti-scam blocklists due to its involvement in cryptocurrency-related scams. Additionally, the infrastructure linked to this domain is connected to the same malicious actor responsible for the Chrome extension.

The indicator is classified as ""malicious-activity"" and has a high confidence level. There are no external references provided for further verification. The label information is not available."
,,EdgeStepper Linux implant sample.,,indicator--59f479e1-dae3-495c-9748-86644a0f7bc2,,"[""malicious-elf"", ""EdgeStepper""]",,bioset ELF file,[file:sha1 = '8F569641691ECB3888CD4C11932A5B8E13F04B07'],,,,indicator,2024-07-12T00:00:00Z,"The object contains a detailed description of an indicator, specifically a bioset ELF file. The file is labeled as 'malicious-elf' and 'EdgeStepper', indicating that it has been flagged for potential malicious activity. 

Further information about the file includes its pattern, which is defined by a SHA1 hash ('8F569641691ECB3888CD4C11932A5B8E13F04B07'). This suggests that the file's contents have been analyzed and compared to known hashes of malicious files.

Despite having specific details, there are certain metadata fields that remain unclear or unknown. These include information about who created the indicator (either through a reference or directly), any external references, and additional labels beyond what is currently stated ('indicator_types', 'modified', 'pattern_type', and 'spec_version' all contain NaN values)."
,,EdgeStepper encrypted configuration file.,,indicator--58250ade-8b74-4ff2-ad7c-835fe448f228,,"[""malicious-config"", ""EdgeStepper""]",,bioset.conf,[file:sha1 = '06177810D61A69F34091CC9689B813740D4C260F'],,,,indicator,2024-07-12T00:00:00Z,"The object contains a detailed specification for an ""indicator"" entity, which is a type of threat intelligence data. The indicator is related to a configuration file named ""bioset.conf"" that appears to be encrypted by the EdgeStepper malware.

According to the metadata provided, this configuration file was created and modified on dates that are not specified due to missing values (represented as nan, or Not A Number). The file has an external reference to another indicator entity, but this information is also not available.

The key aspect of this indicator is its pattern, which is a SHA-1 hash of a specific file identifier (""06177810D61A69F34091CC9689B813740D4C260F""). This pattern suggests that the bioset.conf configuration file contains sensitive information related to EdgeStepper malware.

The labels associated with this indicator are ""malicious-config"" and ""EdgeStepper"", indicating its potential relevance to malware analysis. However, additional metadata such as timestamp and ID values are not available due to missing data."
,,LittleDaemon DLL sample.,,indicator--97c03802-b1cf-469a-9155-fe5ccb07ee6f,,"[""malicious-dll"", ""LittleDaemon""]",,popup_4.2.0.2246.dll,[file:sha1 = '69974455D8C13C5D57C1EE91E147FF9AED49AEBC'],,,,indicator,2024-07-12T00:00:00Z,"The object contains a detailed description of a specific malware indicator. The key information includes:

*   Name: popup_4.2.0.2246.dll
*   Description: LittleDaemon DLL sample.
*   Labels: malicious-dll, LittleDaemon
*   Pattern: [file:sha1 = '69974455D8C13C5D57C1EE91E147FF9AED49AEBC']
*   Type: indicator

This pattern is unique and can be used to identify the specific malware."
,,LittleDaemon executable sample.,,indicator--aac97eb1-6f78-401d-a6dd-10301c119d60,,"[""malicious-exe"", ""LittleDaemon""]",,sogou_wubi_15.4.0.2508_0000.exe,[file:sha1 = '2857BC730952682D39F426D185769938E839A125'],,,,indicator,2024-07-12T00:00:00Z,"The object contains information about a malicious executable file identified by the unique identifier 'indicator--aac97eb1-6f78-401d-a6dd-10301c119d60'. The file is named 'sogou_wubi_15.4.0.2508_0000.exe' and has a description of ""LittleDaemon executable sample."".

The file's pattern is defined as ""[file:sha1 = '2857BC730952682D39F426D185769938E839A125']"", which suggests that the pattern is based on the SHA-1 hash of the file's digital signature. However, the specific details of this pattern are not fully specified.

The object also includes metadata such as ""labels"" and ""indicator_types"". The labels include ""malicious-exe"" and ""LittleDaemon"", indicating that the file is both a malicious executable and a variant of LittleDaemon."
,,Malicious DNS/hijacking node domain used by PlushDaemon.,,indicator--a18d0934-11cf-4fbb-bf45-05849f7da819,,"[""malicious-domain"", ""EdgeStepper""]",,ds20221202.dsc.wcsset[.]com,[domain-name:value = 'ds20221202.dsc.wcsset.com'],,,,indicator,2024-07-12T00:00:00Z,"The object contains a malicious DNS/hijacking node domain known as 'ds20221202.dsc.wcsset[.]com'. This domain was used by PlushDaemon. The description of this domain indicates that it is associated with malicious activities, specifically DNS hijacking.

Further analysis reveals that the domain is classified under two labels: ""malicious-domain"" and ""EdgeStepper"". These labels highlight the potential risks posed by this domain. 

The pattern associated with this domain is [domain-name:value = 'ds20221202.dsc.wcsset.com'], which suggests that this domain is being monitored for potential malicious activity.

In summary, the object contains a malicious DNS/hijacking node domain that poses significant security risks due to its association with PlushDaemon and its classification as ""malicious-domain"" and ""EdgeStepper""."
,,Malicious DNS/hijacking node domain used by PlushDaemon.,,indicator--ab6f5436-8414-44fd-a438-4968b196e081,,"[""malicious-domain"", ""EdgeStepper""]",,test.dsc.wcsset[.]com,[domain-name:value = 'test.dsc.wcsset.com'],,,,indicator,2024-07-12T00:00:00Z,"The object contains a detailed indicator related to malicious DNS/hijacking node domains. Specifically, the domain 'test.dsc.wcsset[.]com' is identified as a malicious entity associated with PlushDaemon.

This indicator is classified under the category of 'indicator', and it appears to be related to domain name analysis, where a pattern has been defined to match suspicious domains. The pattern involves specifying a domain name value for an unknown variable, in this case, ['test.dsc.wcsset.com'].

The labels associated with this indicator include 'malicious-domain' and 'EdgeStepper', which provide further context about the nature of the threat posed by this particular domain."
,,IP address for PlushDaemon DNS/hijacking node.,,indicator--97dd63ec-9468-4801-83c9-d4409ce28bd3,,"[""malicious-ip"", ""EdgeStepper""]",,8.212.132.120,[ipv4-addr:value = '8.212.132.120'],,,,indicator,2024-07-12T00:00:00Z,"The object contains a detailed description of an indicator, which appears to be a malicious IP address. The key details include:

- It is identified by the identifier 'indicator--97dd63ec-9468-4801-83c9-d4409ce28bd3', however this information has been omitted as per instructions.

- The indicator is categorized under the type 'indicator', which suggests it is a relevant piece of data used for tracking or analysis, rather than being an actual threat in itself.

- It is associated with two labels: ""malicious-ip"" and ""EdgeStepper"". These labels likely provide context about the nature of this IP address. The first indicates that it is considered malicious, while the second suggests a connection to an 'EdgeStepper' which could be a tool, system or service used in nefarious activities.

- The indicator does not have any explicit external references provided; however, there is mention of an associated pattern. This pattern specifies the IP address as '8.212.132.120', and it is described using the 'ipv4-addr:value' syntax, suggesting that this pattern can be used to match or identify the IP address in various contexts.

- The pattern type is currently unknown, which may indicate a need for further research or explanation of how this pattern is utilized or what its intended purpose is."
,,IP address for PlushDaemon DNS/hijacking node.,,indicator--b1bbb65c-d071-4c29-b9a0-974e841eaf46,,"[""malicious-ip"", ""EdgeStepper""]",,47.242.198.250,[ipv4-addr:value = '47.242.198.250'],,,,indicator,2024-07-12T00:00:00Z,"The object contains a detailed description of an IP address indicator. The indicator is associated with the name ""47.242.198.250"" which is classified under the category of malicious IP addresses. 

This IP address has been linked to a PlushDaemon DNS/hijacking node, suggesting that it might be used for nefarious purposes such as domain name spoofing or hijacking. 

The description also mentions that this indicator has labels associated with it, including ""malicious-ip"" and ""EdgeStepper"", further reinforcing its potential use in malicious activities.

In terms of its pattern, the IP address is described using a specific format [ipv4-addr:value = '47.242.198.250'] which suggests that it might be used to identify or block this particular IP address from accessing certain resources or systems.

Overall, the object contains a comprehensive description of an IP address indicator that is likely to be used in security-related contexts to detect and prevent malicious activities."
,,IP addresses geolocated in Morocco and attributed to Jingle Thief campaign activity.,,indicator--53cc5455-2511-4d7e-91ec-2403d47016f7,,"[""infrastructure"", ""Morocco"", ""Jingle Thief""]",,Moroccan Infrastructure IPs,"[ipv4-addr:value IN ('105.156.109.227', '105.156.234.139', '105.157.86.136', '105.158.226.49', '105.158.237.165', '160.176.128.242', '160.178.201.89', '160.179.102.157', '196.64.165.160', '196.65.139.51', '196.65.146.114', '196.65.172.48', '196.65.237.97', '196.74.125.243', '196.74.183.81', '196.77.47.232', '196.89.141.80', '41.141.201.19', '41.250.180.114', '41.250.190.104')]",,,,indicator,,"The object contains a detailed description of an indicator related to IP addresses geolocated in Morocco. The key characteristics of this indicator include:

*   Description: The indicator is attributed to the Jingle Thief campaign activity and involves IP addresses geolocated in Morocco.
*   Labels: The labels associated with this indicator are infrastructure, Morocco, and Jingle Thief.
*   Pattern: This pattern specifies a list of IP addresses that match certain criteria. The IP addresses are in the format 'ipv4-addr:value', where 'value' represents the specific IP address. These IP addresses fall under various networks, including IPv4 and public IPv4 networks (e.g., 41.141.201.19).

Overall, this indicator provides information on a specific pattern related to Moroccan infrastructure IPs that are associated with Jingle Thief campaign activity."
,,Autonomous System Numbers linked to Moroccan telecommunications providers used in Jingle Thief activity.,,indicator--58ce0c27-b323-4954-8923-9b8b4646cd83,,"[""ASN"", ""Morocco"", ""Jingle Thief""]",,Associated ASN Organizations,"[autonomous-system:name IN ('MT-MPLS', 'ASMedi', 'MAROCCONNECT')]",,,,indicator,,"The object contains a detailed description of an indicator related to Moroccan telecommunications providers and their involvement in the Jingle Thief activity. Here's a breakdown of the key information:

- The indicator is labeled as 'Associated ASN Organizations', indicating that it pertains to Autonomous System Numbers (ASNs) linked to Moroccan telecommunications providers.
- Specifically, the ASNs associated with 'MT-MPLS', 'ASMedi', and 'MAROCCONNECT' are of interest in this context.
- This information is part of an ongoing investigation or surveillance related to the Jingle Thief activity, which seems to be a malicious cybercrime operation using Autonomous System Numbers (ASNs) linked to Moroccan telecommunications providers.

Overall, this indicator provides critical insight into how ASNs linked to Moroccan telecom companies are being used in Jingle Thief activities, highlighting the potential scope of these malicious operations."
,,"U.S.-based IP addresses observed in Jingle Thief campaign, possibly used as proxies or compromised hosts.",,indicator--d5ce1647-278c-4f65-ab2b-9de8f8898808,,"[""infrastructure"", ""proxy"", ""Jingle Thief""]",,U.S. Infrastructure IPs (Potential Proxy),"[ipv4-addr:value IN ('70.187.192.236', '72.49.91.23')]",,,,indicator,,"The object contains a detailed description of an cybersecurity indicator, specifically related to the ""U.S. Infrastructure IPs (Potential Proxy)"" threat. The indicator is classified as an ""infrastructure"" and a ""proxy"", suggesting that it may be used for malicious purposes such as proxying or compromising hosts.

The indicator is based on two IP addresses: '70.187.192.236' and '72.49.91.23'. These IP addresses are located in the United States and are considered to be potentially compromised or used as proxies by threat actors involved in the ""Jingle Thief"" campaign.

The label assigned to this indicator is [""infrastructure"", ""proxy"", ""Jingle Thief""], which provides context about its relevance and potential misuse.

The pattern associated with this indicator is a specific IPv4 address pattern, which uses the 'IN' operator to match values within a specified list. This pattern suggests that the IP addresses in question are being used as part of a larger malicious campaign.

It is worth noting that some metadata fields, such as timestamps and type, are not provided in the description, likely due to their irrelevance or lack of interest for this specific threat assessment."
,,"Indicators related to Kinsing attacks, including file hashes and URLs used for malware distribution.",,indicator--c2e8b7d2-304a-4b84-9328-5b170fa96043,,"[""Kinsing"", ""indicator"", ""malware infrastructure""]",,Kinsing Infrastructure Indicators,[file:hashes.'MD5' = '28fb07cf6dcd072c3d0b82c60ce30bef' OR file:hashes.'MD5' = '72a37a2fa588e013eafd695b8b5b0e61' OR file:hashes.'MD5' = 'a0c4c98a37562da3b94a9ac3f0dd56fb' OR file:hashes.'MD5' = 'b512bfd19bf46dd3e735c331d768ea42' OR file:hashes.'MD5' = 'bf17b21c8e9f34a209977e0f2dce92c4' OR url:value = 'http://gloryweb.vip/lin/config.json' OR url:value = 'http://gloryweb.vip/lin/go.sh' OR url:value = 'http://gloryweb.vip/lin/javarunprocess' OR url:value = 'http://gloryweb.vip/mm46.msi' OR url:value = 'http://gloryweb.vip:2086/'],,,,indicator,,"The object contains a detailed description of an indicator related to Kinsing attacks. Specifically, it outlines the characteristics of malware distribution infrastructure associated with these attacks.

The indicator is identified as 'Kinsing Infrastructure Indicators', and its labels include terms such as 'Kinsing', 'indicator', and 'malware infrastructure'. This suggests that the indicator is designed to track and monitor specific patterns or components of Kinsing-related malware distributions.

A critical aspect of this indicator is the pattern it describes. The pattern involves file hashes (in MD5 format) and URLs used for distributing malware. The list includes six unique file hashes, each corresponding to a specific MD5 value: '28fb07cf6dcd072c3d0b82c60ce30bef', '72a37a2fa588e013eafd695b8b5b0e61', 'a0c4c98a37562da3b94a9ac3f0dd56fb', 'b512bfd19bf46dd3e735c331d768ea42', 'bf17b21c8e9f34a209977e0f2dce92c4'. Furthermore, the pattern includes URLs that correspond to specific files or locations where malware distributions might take place: 'http://gloryweb.vip/lin/config.json', 'http://gloryweb.vip/lin/go.sh', 'http://gloryweb.vip/lin/javarunprocess', 'http://gloryweb.vip/mm46.msi', and 'http://gloryweb.vip:2086/'.

This detailed pattern serves as a method for identifying potential malware distribution sources. It allows for the identification of suspicious files with specific hashes or URLs that could be used to distribute malware.

While no further details are available on when this indicator was created, modified, or added, its content provides valuable information about how to recognize and investigate Kinsing-related threats in digital systems."
,,Domain used in Kinsing malware campaigns.,,indicator--3185a083-db23-45af-af4f-6d7b8947cf0b,,"[""Kinsing"", ""malware infrastructure"", ""domain""]",,Malicious Domain Indicator,[domain-name:value = 'gloryweb.vip'],,,,indicator,,"The object contains a detailed description of a malicious domain indicator, which is a type of threat intelligence data. Here's a summary:

This domain, identified by the unique identifier 'indicator--3185a083-db23-45af-af4f-6d7b8947cf0b', has been associated with Kinsing malware campaigns. The domain itself provides information on malicious activities, including the use of 'gloryweb.vip' as a specific pattern in its URL.

The domain's label indicates that it is categorized under several key areas: ""Kinsing"", ""malware infrastructure"", and ""domain"". This categorization helps in understanding the scope and nature of this threat indicator."
,,Indicators of exploitation of CVE-2025-59287 in WSUS environments.,,indicator--8e447ad9-757d-458e-b066-3375149630b0,,"[""exploit"", ""WSUS"", ""CVE-2025-59287""]",,WSUS Exploitation Indicators,"[network-traffic:dst_port IN (8530,8531) AND network-traffic:dst_ref.value = '/ReportingWebService/ReportingWebService.asmx'] OR [process:name = 'w3wp.exe' AND process:child_processes[*].name IN ('cmd.exe', 'powershell.exe', 'rundll32.exe', 'regsvr32.exe', 'mshta.exe')] OR [network-traffic:http_request_body MATCHES 'SOAP-ENV:Envelope|SynchronizationUpdateErrorsKey|ObjectDataProvider|DataSet.RemotingFormat']",,,,indicator,2025-10-23T00:00:00Z,"The object contains a detailed description of an Indicators of Compromise (IoC) related to the exploitation of CVE-2025-59287 in WSUS environments. The IoC is identified by the indicator 'indicator--8e447ad9-757d-458e-b066-3375149630b0' and contains several key characteristics.

The description explains that this IoC is related to indicators of exploitation of a specific vulnerability, CVE-2025-59287, in WSUS (Windows Server Update Services) environments. The indicators are labeled as ""exploit"", ""WSUS"", and ""CVE-2025-59287"".

Furthermore, the IoC contains patterns to identify this exploit. These patterns include:

- Network traffic patterns: Specifically, they look for destination ports 8530 and 8531, or reference values from '/ReportingWebService/ReportingWebService.asmx' in network traffic.
- Process patterns: They examine specific processes such as 'w3wp.exe', where certain child processes are identified, including 'cmd.exe', 'powershell.exe', 'rundll32.exe', 'regsvr32.exe', and 'mshta.exe'.
- HTTP request body patterns: The IoC also looks for specific keywords in the HTTP request bodies related to SOAP envelopes.

These patterns suggest that the IoC is designed to detect signs of exploitation or abuse associated with this particular vulnerability."
,,Binance Smart Chain Testnet RPC endpoint used by SharkStealer for EtherHiding technique.,,indicator--6a76fa8e-b593-40c3-b37e-8b5f7dbdd712,,"[""malicious-activity"", ""blockchain-abuse""]",,SharkStealer BSC Testnet RPC Endpoint,[network-traffic:dst_ref.value = 'https://data-seed-prebsc-1-s1.binance.org:8545'],,,,indicator,2025-10-22T00:00:00Z,"The object contains information about an indicator related to a specific Binance Smart Chain Testnet RPC endpoint. This endpoint is used by the SharkStealer tool for an EtherHiding technique.

The endpoint in question is a malicious activity indicator, classified under both blockchain abuse and malicious activity labels. It is specifically designed to detect network traffic from a known source - 'https://data-seed-prebsc-1-s1.binance.org:8545' - which suggests that the SharkStealer tool may be used to hide malicious activities on this specific testnet.

The pattern associated with this endpoint involves matching network traffic destinations to match the specified URL. This is a crucial piece of information for threat actors seeking to hide their malicious activities within the testnet.

Overall, the object provides valuable insight into the detection and mitigation strategies for identifying potentially malicious activity related to the Binance Smart Chain Testnet."
,,Smart contract address on Binance Smart Chain Testnet used by SharkStealer to store encrypted C2 details.,,indicator--8c20d8ce-63f5-4391-b216-d1803d03d69c,,"[""malicious-activity"", ""blockchain-abuse""]",,SharkStealer Smart Contract Address,[blockchain-transaction:to = '0xE7E24F1A3D9C5B7E8A6D2F4C3B9A8E5F1D2C3B4'],,,,indicator,2025-10-22T00:00:00Z,"The object contains a detailed description of an indicator, specifically 'SharkStealer Smart Contract Address', which is categorized under 'malicious-activity' and 'blockchain-abuse'. This indicator involves a smart contract address on the Binance Smart Chain Testnet that stores encrypted C2 details.

Key aspects of this indicator include:

1. **Smart Contract Address**: The specified address, '0xE7E24F1A3D9C5B7E8A6D2F4C3B9A8E5F1D2C3B4', is associated with SharkStealer on the Binance Smart Chain Testnet.

2. **Indicator Type**: The object is identified as an 'indicator' and falls under the category of 'malicious-activity' and 'blockchain-abuse'.

3. **Pattern Identification**: The indicator uses a specific pattern, defined by '[blockchain-transaction:to = \'0xE7E24F1A3D9C5B7E8A6D2F4C3B9A8E5F1D2C3B4\']', which is used to identify transactions involving the SharkStealer smart contract address.

This indicator provides a critical piece of information related to malicious activities on blockchain networks."
,,Hardcoded AES key (hex) found in SharkStealer binaries for decrypting C2 payload.,,indicator--345706de-02da-4ae3-a524-0376f0ececbf,,"[""malware-signature"", ""crypto-key""]",,SharkStealer Embedded AES Key,[file:content_ref = '0123456789ABCDEF0123456789ABCDEF'],,,,indicator,2025-10-22T00:00:00Z,"The object contains a detailed description of an indicator related to malware analysis. The indicator is identified as the 'SharkStealer Embedded AES Key'. 

This key was found within SharkStealer binaries, which are used for decrypting C2 payloads. It is noted that the key is hardcoded in hexadecimal format.

According to the metadata provided, this key falls under two categories of indicators: malware-signature and crypto-key. This categorization suggests that it can be utilized as a reference point for identifying suspicious patterns within SharkStealer binaries or related malicious activities involving encrypted communications.

The pattern associated with this key includes regular expressions matching hexadecimal sequences starting with '0123456789ABCDEF0123456789ABCDEF'. However, the full extent of how this pattern is used to identify and analyze malware activity requires further investigation.

Overall, the information presented suggests a specific indicator that can aid in the analysis of SharkStealer binaries, particularly concerning encryption patterns related to C2 communications."
,,Sample command-and-control domain used by SharkStealer.,,indicator--944914b8-2cfd-49ef-9b4e-840213b6e7bd,,"[""malicious-activity"", ""c2""]",,SharkStealer Sample C2 Domain,[domain-name:value = 'attacker-c2.example.com'],,,,indicator,2025-10-22T00:00:00Z,"The object contains a threat intelligence indicator that describes a command-and-control domain used by the SharkStealer malware. The domain name is 'attacker-c2.example.com' and it is part of a pattern used to identify malicious activity.

The indicator is labeled as 'malicious-activity' and 'c2', indicating that it pertains to both malicious actions and command and control communication. It does not have any specific external references associated with it, and the pattern type and version are currently unknown.

This threat intelligence object is stored in a system for tracking indicators of malicious activity, which can help in monitoring and detecting threats associated with SharkStealer malware and similar malicious activities."
,,Sample command-and-control IP address used by SharkStealer.,,indicator--6126f304-5659-4004-ba77-8db86986a660,,"[""malicious-activity"", ""c2""]",,SharkStealer Sample C2 IP,[ipv4-addr:value = '198.51.100.23'],,,,indicator,2025-10-22T00:00:00Z,"The object contains a threat intelligence indicator for a command-and-control (C2) IP address used by the malware known as SharkStealer. The indicator is labeled as ""malicious-activity"" and ""c2"", indicating its potential danger.

The indicator describes the C2 IP address '198.51.100.23' in a specific pattern, which suggests that this IP address was identified as suspicious or malicious. This information may be useful for security analysts, researchers, or law enforcement agencies to investigate potential cyber threats related to SharkStealer malware.

It is worth noting that the indicator's metadata fields do not contain any relevant information, such as when it was created or modified."
