aliases,created,created_by_ref,description,external_references,id,kill_chain_phases,labels,modified,name,sample_refs,spec_version,tool_types,type,summary
,2026-01-13T14:23:53.150589Z,identity--49ce27ee-ff24-06eb-d426-59362685719b,"Malware analysts may use lldb to debug and reverse engineer malicious macOS binaries, but attackers can also abuse lldb to inspect or manipulate running processes, potentially bypassing security controls or extracting sensitive information.",,tool--cbd94921-7db7-a391-45ab-f75fe0787d7a,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-13T14:23:53.150589Z,lldb,,2.1,"[""information-gathering"", ""exploitation""]",tool,"The object contains information about a tool called ""lldb"". This tool is primarily used for debugging and reverse engineering malicious macOS binaries by malware analysts. However, attackers can also exploit lldb to inspect or manipulate running processes, potentially bypassing security controls or extracting sensitive information.

Lldb is categorized as an ""information-gathering"" and ""exploitation"" tool, which suggests its potential use in both gathering intelligence about a system and exploiting vulnerabilities for malicious purposes. The object references the Mitre-Attack framework, specifically highlighting the ""execution"" phase of a kill chain attack."
,2026-01-13T14:23:53.150671Z,identity--49ce27ee-ff24-06eb-d426-59362685719b,"While primarily used by analysts to inspect macOS installer packages, attackers may abuse Suspicious Package or similar package inspection tools to extract and analyze legitimate installers for vulnerabilities or to repackage them with malicious payloads.",,tool--89913541-ff8b-ead6-04ce-8600062b2946,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""reconnaissance""}]",,2026-01-13T14:23:53.150671Z,Suspicious Package,,2.1,"[""information-gathering""]",tool,"The object contains information about the Suspicious Package tool, which is primarily used by analysts to inspect macOS installer packages. However, attackers may exploit this tool to extract and analyze legitimate installers for vulnerabilities or repackage them with malicious payloads.

The tool falls under the category of information-gathering tools. It was created on January 13, 2026, and has undergone some modifications since then. The object also references a specific identity associated with its creation."
,2026-01-13T14:23:53.150724Z,identity--49ce27ee-ff24-06eb-d426-59362685719b,"Malware analysts use Hopper Disassembler to reverse engineer malware, but attackers may also use it to analyze legitimate software for weaknesses or to modify binaries for malicious purposes.",,tool--001e4ae9-2f1f-bcb5-dde7-ebad61831cf4,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""reconnaissance""}]",,2026-01-13T14:23:53.150724Z,Hopper Disassembler,,2.1,"[""information-gathering"", ""exploitation""]",tool,"The object contains information about the Hopper Disassembler tool. The tool is a software used by malware analysts to reverse engineer malware and analyze legitimate software for weaknesses. However, it can also be exploited by attackers to modify binaries for malicious purposes.

The tool falls under two categories of tool types: ""information-gathering"" and ""exploitation"". This suggests that the Hopper Disassembler serves multiple purposes, including gathering information about malware and exploiting vulnerabilities in software.

Additionally, the object references the Mitre-Attack kill chain phase, specifically the reconnaissance phase. This indicates that the Hopper Disassembler can be used as an initial step in a cyber attack, allowing attackers to gather intelligence on their targets before moving on to more advanced phases of the attack.

Overall, the Hopper Disassembler is a versatile tool with multiple uses, both benign and malicious. Its ability to analyze software for weaknesses makes it a valuable asset for security professionals, while its potential use by attackers highlights the importance of using such tools responsibly."
,2026-01-13T14:23:53.150774Z,identity--49ce27ee-ff24-06eb-d426-59362685719b,"Binary Ninja is used by analysts for binary analysis and reverse engineering, but attackers can leverage it to dissect and repurpose legitimate applications or to craft exploits targeting macOS systems.",,tool--a4c61270-5ecf-a594-cc83-d1a9283af3aa,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""reconnaissance""}]",,2026-01-13T14:23:53.150774Z,Binary Ninja,,2.1,"[""information-gathering"", ""exploitation""]",tool,"The object contains information about a tool called Binary Ninja. It is used by analysts for binary analysis and reverse engineering, but it can also be leveraged by attackers to dissect and repurpose legitimate applications or craft exploits targeting macOS systems. 

Binary Ninja has the following characteristics: it belongs to the categories of information-gathering and exploitation tools. It utilizes the MITRE ATT&CK framework, specifically in the reconnaissance phase. The tool's purpose is to facilitate the analysis and reverse engineering of binaries, but its potential misuse by attackers highlights its dual nature."
,2026-01-14T06:13:00.696412Z,identity--4358b98f-3a2e-a388-d870-075d62c93606,"Residential proxy services such as IPIDEA and Plainproxies are abused by Kimwolf operators to relay malicious commands and probe vulnerable devices on local networks, leveraging their legitimate infrastructure to mask malicious traffic as originating from residential users.",,tool--2d1bd2b7-1c07-042a-2fb0-b9ec46a5d656,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""resource-development""}]",,2026-01-14T06:13:00.696412Z,Residential Proxy Services,,2.1,"[""remote-access"", ""information-gathering"", ""resource-development""]",tool,"The object contains information about a type of cyber attack known as Residential Proxy Services. This malicious activity involves the use of legitimate residential proxy services, such as IPIDEA and Plainproxies, to relay malicious commands and probe vulnerable devices on local networks.

Residential Proxy Services are exploited by Kimwolf operators to disguise their malicious traffic as originating from ordinary users. By utilizing these legitimate infrastructure, attackers can mask their malicious activities and avoid detection."
,2026-01-14T06:13:00.696499Z,identity--4358b98f-3a2e-a388-d870-075d62c93606,"Google's DNS-over-HTTPS service is used by the Aisuru botnet to covertly deliver command-and-control (C2) information to compromised devices, bypassing traditional DNS monitoring and filtering mechanisms.",,tool--7e765876-28c8-92d0-44da-e0aba44e5a44,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""command-and-control""}]",,2026-01-14T06:13:00.696499Z,Google DNS-over-HTTPS (DOH),,2.1,"[""command-and-control"", ""information-gathering""]",tool,"The object contains information about a ""Google DNS-over-HTTPS (DOH)"" tool used by the Aisuru botnet to covertly deliver command-and-control (C2) information to compromised devices. This service is designed to bypass traditional DNS monitoring and filtering mechanisms.

The tool is described as being used for ""command-and-control"" and ""information-gathering"". It operates under a specific protocol version of 2.1, indicating it utilizes the latest standards in its function."
,2026-01-14T06:13:00.696553Z,identity--4358b98f-3a2e-a388-d870-075d62c93606,"The Byteconnect SDK, a legitimate developer tool for integrating proxy capabilities into mobile apps, is abused to add end-user devices to proxy networks without their knowledge, turning them into unwitting infection vectors for botnet activity.",,tool--02f3cbed-c07a-9ddd-410a-5e12f14df080,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""resource-development""}]",,2026-01-14T06:13:00.696553Z,Byteconnect SDK,,2.1,"[""resource-development"", ""remote-access""]",tool,"The object contains information about a tool called Byteconnect SDK. This legitimate developer tool is used to integrate proxy capabilities into mobile apps. However, it has been abused by malicious actors.

These attackers are using the Byteconnect SDK to add end-user devices to proxy networks without their knowledge or consent. This makes these devices unwitting infection vectors for botnet activity.

The abuse of this tool highlights a potential vulnerability in the security of mobile apps and the devices that use them. It is essential for developers to be aware of such tools and take steps to prevent their misuse."
,2026-01-14T06:15:30.630160Z,identity--2eea17fb-acdd-306b-fa6b-85864c3dbc41,"NeMo, a PyTorch-based AI/ML framework by NVIDIA, is abused in this attack by loading model files with malicious metadata. Vulnerable versions execute arbitrary code embedded in the metadata when the model is loaded, enabling remote code execution.",,tool--e587f614-6ebf-bdef-dc02-8c591643f220,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-14T06:15:30.630160Z,NeMo,,2.1,"[""exploitation""]",tool,"The object contains a vulnerability report detailing an exploitation of the NeMo AI/ML framework by NVIDIA. Specifically, it highlights how malicious model files can be loaded into vulnerable versions of NeMo, allowing for remote code execution.

NeMo is a PyTorch-based framework that is susceptible to arbitrary code execution when loading model files with embedded metadata. This vulnerability exploits the framework's design, where certain metadata fields are processed without proper validation or sanitization."
,2026-01-14T06:15:30.630279Z,identity--2eea17fb-acdd-306b-fa6b-85864c3dbc41,"Uni2TS, a PyTorch library by Salesforce, is exploited by attackers who craft model files with malicious metadata. When loaded by vulnerable versions, the library executes attacker-supplied code, resulting in remote code execution.",,tool--d4d9bc6c-a03e-ab2b-aeac-9d8a7a487934,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-14T06:15:30.630279Z,Uni2TS,,2.1,"[""exploitation""]",tool,"The object contains information about a vulnerability known as Uni2TS, which is a PyTorch library exploited by attackers. The library is vulnerable to remote code execution when loaded by certain versions. Attackers craft model files with malicious metadata, and when these files are executed by vulnerable versions of the library, it results in the execution of attacker-supplied code.

The exploit relies on the library's ability to execute code contained within its metadata. When a vulnerable version of Uni2TS is loaded, it executes the malicious metadata without proper validation, allowing an attacker to inject and execute arbitrary code. This results in remote code execution, which can be used to compromise sensitive systems or data.

Uni2TS is identified as an exploitation tool, specifically targeting vulnerabilities related to the library's handling of model files. The vulnerability has been assigned a unique identifier, but no additional information was provided about it beyond its name and description."
,2026-01-14T06:15:30.630335Z,identity--2eea17fb-acdd-306b-fa6b-85864c3dbc41,"FlexTok, a Python-based AI/ML framework by Apple, is abused by attackers embedding malicious code in model metadata. Vulnerable versions of FlexTok execute this code during model loading, allowing remote code execution.",,tool--e095bd90-2cda-ae15-2d8c-4c754c8f3fcc,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-14T06:15:30.630335Z,FlexTok,,2.1,"[""exploitation""]",tool,"The object contains a vulnerability report for the tool FlexTok, which is described as a Python-based AI/ML framework by Apple. The issue lies in the way attackers can embed malicious code in model metadata, allowing them to execute remote code during model loading.

This vulnerability occurs because of vulnerable versions of FlexTok, which are executed when the framework loads the affected models. The attackers' malicious code is embedded in the model's metadata and executed during model loading, leading to potential remote code execution.

The tool was identified as a potential vulnerability due to its exploitation capabilities, specifically in the context of machine learning and artificial intelligence frameworks."
,2026-01-14T06:15:30.630389Z,identity--2eea17fb-acdd-306b-fa6b-85864c3dbc41,"PyTorch, an open-source machine learning library, is indirectly abused as the underlying framework for the vulnerable libraries. Attackers leverage PyTorch's model loading mechanisms to trigger execution of malicious code embedded in model files.",,tool--1afa0edd-d6a7-9d80-0660-a83196a20cf8,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-14T06:15:30.630389Z,PyTorch,,2.1,"[""exploitation""]",tool,"The object contains a detailed description of a security vulnerability related to the PyTorch machine learning library. The vulnerability involves the indirect abuse of PyTorch's model loading mechanisms to execute malicious code embedded in model files.

PyTorch is an open-source library that is being used as the underlying framework for vulnerable libraries, which are then exploited by attackers. This allows them to trigger the execution of harmful code within the model files, posing a significant security risk.

The specific vulnerability is caused by PyTorch's model loading mechanisms, which can be leveraged to execute malicious code. Attackers exploit this mechanism to embed malicious code in model files, making it difficult to detect and remove such threats.

This vulnerability highlights the importance of properly securing open-source libraries like PyTorch and being aware of potential exploitation techniques that attackers might use to compromise their integrity.

In terms of impact, the vulnerability is classified under a specific kill chain phase, which indicates the stage at which an attack would occur - in this case, ""execution"". The labels associated with this vulnerability are not specified."
,2026-01-13T14:19:49.348152Z,identity--61f25293-60ae-c54f-5dc9-804b842cf3fa,"The Chrome extension framework is abused to deliver and execute the malicious 'MEXC API Automator' extension, which automates API key creation, manipulates UI elements, and exfiltrates credentials from the user's browser session.",,tool--2f8c9632-0670-c7fa-ba7e-cdccfb8cf6dd,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-13T14:19:49.348152Z,Google Chrome Extension Framework,,2.1,"[""exploitation"", ""credential-exploitation"", ""information-gathering""]",tool,"The object contains information about a malicious tool utilized for exploiting Google Chrome extensions. This tool is known as the Chrome extension framework abuse case, which was discovered on January 13, 2026.

The main objective of this abuse case is to deliver and execute a malicious extension called 'MEXC API Automator'. This extension automates the creation of API keys, manipulates user interface elements, and exfiltrates sensitive credentials from the user's browser session.

Further analysis revealed that the Chrome extension framework was exploited by leveraging its built-in functionalities for delivering and executing malicious code. The specific mechanism involves utilizing the framework to create and distribute the 'MEXC API Automator' extension, thereby gaining unauthorized access to the victim's system.

The associated kill chain phases include execution, which highlights the primary action of carrying out the attack. The tool is categorized under three main types: exploitation, credential-exploitation, and information-gathering, underscoring its multifaceted nature as a threat actor.

In summary, this malicious case emphasizes the importance of vigilance in protecting against Chrome extension framework abuse cases, which can result in significant data breaches and system compromise."
,2026-01-13T14:19:49.348233Z,identity--61f25293-60ae-c54f-5dc9-804b842cf3fa,"The Telegram Bot API is used as an exfiltration channel, with stolen MEXC API keys and secrets sent via HTTPS requests to a hardcoded Telegram bot and chat controlled by the attacker.",,tool--e8446e78-7061-8b26-6c46-d345b4460b5a,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""exfiltration""}]",,2026-01-13T14:19:49.348233Z,Telegram Bot API,,2.1,"[""exfiltration"", ""command-and-control""]",tool,"The object contains a detailed description of a cyber threat intelligence tool, specifically the Telegram Bot API. 

This tool is utilized as an exfiltration channel, allowing attackers to secretly transmit stolen MEXC API keys and secrets via HTTPS requests to a hardcoded bot controlled by the attacker's hand. The data emphasizes that this channel is not secure, making it possible for adversaries to exploit the vulnerability without detection.

Further details provided include labels such as command-and-control and exfiltration categorizations."
,2026-01-13T14:19:49.348286Z,identity--61f25293-60ae-c54f-5dc9-804b842cf3fa,"The legitimate MEXC API is abused to create new API keys with full trading and withdrawal permissions, allowing the attacker to programmatically control victim accounts and perform unauthorized trades and withdrawals.",,tool--41329416-9403-6b69-7220-b84792976d9f,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""impact""}]",,2026-01-13T14:19:49.348286Z,MEXC API,,2.1,"[""credential-exploitation"", ""exploitation""]",tool,"The object contains information about an exploited tool related to the MEXC API. The legitimate API is being abused by an attacker to create new API keys that grant full trading and withdrawal permissions, allowing for programmatically controlled victim accounts and unauthorized trades and withdrawals. This exploit falls under the categories of credential exploitation and exploitation, highlighting the potential risks associated with this malicious activity."
,2026-01-18T20:28:03.179721Z,identity--69c79c44-a2ba-5aea-bdd6-e99a028ecd41,"The attackers create a dllhost.exe process and inject malicious shellcode via remote thread, abusing this legitimate Windows system process to execute and mask the malicious payload.",,tool--7c34a78b-4422-b616-08ab-858fb3833bc4,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-18T20:28:03.179721Z,dllhost.exe,,2.1,"[""execution"", ""defense-evasion""]",tool,"The object contains information about a malicious tool, specifically the Windows system process dllhost.exe. The attackers utilized this legitimate process to execute and mask their malicious payload.

The malicious attack involves creating a dllhost.exe process and injecting malicious shellcode via remote thread, thereby abusing the legitimate system process to carry out their malicious intentions."
,2026-01-18T20:28:03.179814Z,identity--69c79c44-a2ba-5aea-bdd6-e99a028ecd41,Scheduled tasks are created to achieve persistence by regularly launching a copied legitimate program that acts as a loader for malicious payloads.,,tool--2ebc7651-1b8c-69a8-0e4f-568f636f5fd6,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""persistence""}]",,2026-01-18T20:28:03.179814Z,Windows Scheduled Tasks,,2.1,"[""persistence""]",tool,"The object contains information about Windows Scheduled Tasks. The description of the tool reveals that it is a malicious program designed to achieve persistence by launching a copied legitimate program that acts as a loader for malicious payloads. This implies that the intended purpose of this tool is to evade detection and maintain itself on an infected system, allowing it to carry out further malicious activities."
,2026-01-19T21:44:58.854497Z,identity--2eea17fb-acdd-306b-fa6b-85864c3dbc41,"The attacker abused Azure AD by registering an external email address as an authentication method for a service account, enabling persistence and long-term access to cloud identities.",,tool--3affa6a9-fbc0-ae5b-f3c9-631b39384ddf,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""persistence""}]",,2026-01-19T21:44:58.854497Z,Azure Active Directory (Azure AD),,2.1,"[""credential-exploitation"", ""persistence""]",tool,"The object contains information about a threat actor that exploited Azure Active Directory (Azure AD) for persistence and long-term access to cloud identities. The attacker created an external email address as an authentication method for a service account, allowing them to maintain their presence in the system.

This technique involves registering an external email address with Azure AD, which can then be used to authenticate with services that use this directory. This can lead to prolonged access and control over sensitive data.

The tool used to exploit this vulnerability is identified as ""Azure Active Directory (Azure AD)"". The attack phase involved persistence, indicating that the attacker was able to maintain their presence in the system for an extended period.

The type of threat actor behind this attack is categorized under two tool types: credential-exploitation and persistence."
,2026-01-19T21:44:58.854788Z,identity--2eea17fb-acdd-306b-fa6b-85864c3dbc41,The attacker accessed the legitimate payroll system using compromised credentials to modify direct-deposit details and redirect paychecks to attacker-controlled accounts.,,tool--7daf26d7-8a71-9b84-da96-511372d04ce3,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""impact""}]",,2026-01-19T21:44:58.854788Z,Payroll System,,2.1,"[""credential-exploitation"", ""impact""]",tool,"The object contains information about a security incident related to a payroll system. The attacker successfully accessed the legitimate system using compromised credentials, allowing them to modify direct-deposit details and redirect paychecks to their own controlled accounts. This incident falls under the kill chain phase of ""impact"", indicating that it had significant consequences for the organization's finances and operations."
,2026-01-19T21:44:58.856539Z,identity--2eea17fb-acdd-306b-fa6b-85864c3dbc41,The attacker manipulated legitimate help desk workflows to perform password resets and re-enroll MFA devices by impersonating employees and bypassing verification procedures.,,tool--28373f15-790e-ee38-3111-079e8d888a8c,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-19T21:44:58.856539Z,Help Desk Systems,,2.1,"[""credential-exploitation"", ""privilege-escalation""]",tool,"The object contains information about a threat tool known as ""Help Desk Systems"". This tool was created on January 19, 2026, at 21:44. 

It is characterized by its ability to exploit legitimate help desk workflows and impersonate employees to bypass verification procedures for password resets and MFA device re-enrollment. 

The tool falls under two categories of threat types: ""credential-exploitation"" and ""privilege-escalation"". This implies that it uses compromised credentials or exploits vulnerabilities in authorization mechanisms to gain unauthorized access to systems or data.

This threat can be mapped onto the MITRE ATT&CK kill chain, specifically during the initial-access phase."
,2026-01-19T21:44:58.862832Z,identity--2eea17fb-acdd-306b-fa6b-85864c3dbc41,"The attacker abused the MFA system by tricking help desk personnel into re-enrolling MFA devices, allowing unauthorized access to employee accounts.",,tool--b5337ef2-2dc6-0492-3a13-1bb5cf9df50a,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-19T21:44:58.862832Z,Multi-Factor Authentication (MFA) System,,2.1,"[""credential-exploitation"", ""defense-evasion""]",tool,"The object contains a detailed description of a security vulnerability related to the Multi-Factor Authentication (MFA) system. The attacker exploited the MFA system by tricking help desk personnel into re-enrolling MFA devices, thereby gaining unauthorized access to employee accounts. This vulnerability was identified on January 19, 2026."
,2026-01-19T21:44:58.863131Z,identity--2eea17fb-acdd-306b-fa6b-85864c3dbc41,"The attacker used social media platforms to gather publicly available information about employees, aiding in bypassing help desk authentication and verification questions.",,tool--96ffdbb9-fa5c-bc83-0689-a44f5d3d0785,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""reconnaissance""}]",,2026-01-19T21:44:58.863131Z,Social Media Platforms,,2.1,"[""information-gathering""]",tool,"The object contains a threat intelligence tool profile for the social media platform exploitation technique. The tool's description highlights how attackers use publicly available information from social media platforms to gather employee data, bypassing help desk authentication and verification questions. This is achieved through the collection of sensitive personal details, likely through direct messages or profile information.

The tool falls under the category of ""information-gathering"" and is associated with a specific kill chain phase in the MITRE attack framework: reconnaissance. The tool's purpose appears to be an automated tool designed to facilitate the exploitation process."
,2026-01-14T21:51:40.638930Z,identity--d4a47b7a-c415-30f2-52b9-59b8c0f64ab1,"Used by Predator to enumerate all running processes and gather system information, specifically to detect multiple instances of the spyware and to check system parameters for anti-analysis purposes.",,tool--a2c88367-4f3d-f26f-1deb-725e477b78de,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-14T21:51:40.638930Z,sysctl,,2.1,"[""information-gathering"", ""discovery""]",tool,"The object contains information about a tool used for system enumeration and gathering information. The tool, identified by the name ""sysctl"", is described as being used by Predator to enumerate all running processes and gather system information.

This tool was created on January 14, 2026, and has been modified since its creation. The tool's purpose is specifically mentioned as detecting multiple instances of spyware and checking system parameters for anti-analysis purposes.

The tool falls under two categories: ""information-gathering"" and ""discovery"", indicating that it is primarily used for gathering information about the system rather than performing any malicious actions."
,2026-01-14T21:51:40.639022Z,identity--d4a47b7a-c415-30f2-52b9-59b8c0f64ab1,"Abused to retrieve the executable path of each running process, allowing the spyware to identify and count its own instances for anti-analysis and evasion.",,tool--eab57db5-2961-2913-cf1e-6b28f8a39d30,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-14T21:51:40.639022Z,proc_pidpath,,2.1,"[""information-gathering"", ""discovery""]",tool,"The object contains information about a tool used for malicious purposes. The tool, named ""proc_pidpath"", was created on January 14th, 2026, and allows the spyware to identify and count its own instances for anti-analysis and evasion.

The primary function of this tool is to retrieve the executable path of each running process, enabling the spyware to track its own activity. This functionality falls under the categories of information-gathering and discovery.

It's worth noting that this tool has been linked to a specific kill chain phase in the Mitre attack framework, specifically the ""defense-evasion"" phase."
,2026-01-14T21:51:40.639077Z,identity--d4a47b7a-c415-30f2-52b9-59b8c0f64ab1,"Used to check the status of iOS Developer Mode by querying 'security.mac.amfi.developer_mode_status', enabling the spyware to detect if the device is likely being analyzed by researchers.",,tool--92a67321-66ed-6e78-155a-0275c427f7f5,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-14T21:51:40.639077Z,sysctlbyname,,2.1,"[""information-gathering"", ""discovery""]",tool,"The object contains a detailed description of a tool used for information gathering and discovery purposes. The tool is identified as ""sysctlbyname"". 

It appears to be related to iOS Developer Mode, specifically designed to check the status of the mode by querying a particular service. This functionality enables the spyware to detect if the device is likely being analyzed by researchers.

The tool has two primary labels: information-gathering and discovery. It belongs to a specific kill chain phase called ""defense-evasion"" within the MITRE-Attack framework. 

Overall, sysctlbyname seems to be an essential component for identifying potential security vulnerabilities in iOS devices, allowing researchers to monitor and analyze suspicious activity."
,2026-01-14T21:51:40.639130Z,identity--d4a47b7a-c415-30f2-52b9-59b8c0f64ab1,"Leveraged to check for the existence of files and directories associated with jailbreak tools and environments, helping Predator identify devices that may be used for security research or analysis.",,tool--9df3b01c-60df-20d1-3843-841ff0d4482c,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-14T21:51:40.639130Z,access,,2.1,"[""information-gathering"", ""discovery""]",tool,"The object contains information about a specific tool used for security research or analysis. The tool, named ""access,"" is leveraged to check for the existence of files and directories associated with jailbreak tools and environments. This helps Predator identify devices that may be used for such purposes.

The tool falls under two categories: information-gathering and discovery. Its primary function is to gather information about potential security threats by checking for specific files and directories related to jailbreaking tools and environments.

Notably, the tool has been associated with a particular identity, reference ""identity--d4a47b7a-c415-30f2-52b9-59b8c0f64ab1,"" which may provide further insights into its origins or usage context."
,2026-01-17T16:20:56.496836Z,identity--4de913b3-0851-4c36-8b48-c92ac094087d,"Threat actors attempt to bypass or evade AWS Network Firewall controls by rotating domains, shifting IP addresses, and modifying tactics to avoid detection and blocking of malicious communications.",,tool--48c89ec9-4003-cac0-0daa-bd3b5f5aa99c,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-17T16:20:56.496836Z,AWS Network Firewall,,2.1,"[""information-gathering"", ""exploitation"", ""defense-evasion""]",tool,"The object contains information about the AWS Network Firewall tool. It is used to detect and prevent malicious communications from bypassing security controls by rotating domains, shifting IP addresses, and modifying tactics. The tool is designed for threat actors attempting to evade detection and blocking of malicious communications. Its functionality falls under the categories of information gathering, exploitation, and defense evasion."
,2026-01-17T16:20:56.496923Z,identity--4de913b3-0851-4c36-8b48-c92ac094087d,"Threat actors' activities are detected by Amazon GuardDuty, which is a legitimate threat detection service; attackers may attempt to evade its monitoring or exploit its detection gaps during their operations.",,tool--a588fbbe-d69a-2a1e-1b02-e7dd4caa0c2d,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-17T16:20:56.496923Z,Amazon GuardDuty,,2.1,"[""information-gathering"", ""defense-evasion""]",tool,"The object contains information about a tool used for threat detection, specifically Amazon GuardDuty. The tool is designed to detect the activities of threat actors and alert users to potential security threats.

Amazon GuardDuty is a legitimate threat detection service that uses machine learning algorithms to identify and flag suspicious activity. However, like any security system, it is not foolproof and may have gaps in its monitoring or detection capabilities. As a result, attackers may attempt to evade the tool's monitoring or exploit its weaknesses during their operations.

The tool is categorized under two types of threats: information-gathering and defense-evasion. Information-gathering refers to the collection of data about an organization or individual without their consent, while defense-evasion refers to tactics used by attackers to avoid detection by security systems like Amazon GuardDuty.

Overall, Amazon GuardDuty provides a valuable service for organizations looking to improve their cybersecurity posture and detect potential threats in real-time."
,2026-01-17T16:20:56.496979Z,identity--4de913b3-0851-4c36-8b48-c92ac094087d,"Threat actors set up OAST callback endpoints, which are typically used by legitimate security scanners, to verify successful exploitation via separate communication channels, abusing this dual-use infrastructure for malicious reconnaissance and exploitation.",,tool--9a71caa1-bc58-368f-483c-fdd15e5b131c,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""reconnaissance""}]",,2026-01-17T16:20:56.496979Z,OAST (Out-of-Band Application Security Testing) endpoints,,2.1,"[""information-gathering"", ""exploitation"", ""vulnerability-scanning""]",tool,"The object contains information about a threat actor tactic referred to as OAST (Out-of-Band Application Security Testing) endpoints. This tactic involves setting up callback endpoints that are typically used by legitimate security scanners, but are then abused for malicious purposes such as reconnaissance and exploitation.

Key details about this tactic include its creation date, which is January 17th, 2026. It was created by an entity with the reference 'identity--4de913b3-0851-4c36-8b48-c92ac094087d'.

The OAST endpoints are used to verify successful exploitation through separate communication channels. This dual-use infrastructure allows threat actors to abuse it for malicious reconnaissance and exploitation.

In terms of tool types, the OAST endpoints fall under three categories: information-gathering, exploitation, and vulnerability-scanning."
,2026-01-17T16:23:34.218170Z,identity--03f067d6-efe5-77be-641e-966194463145,"MSBuild.exe is abused to execute inline C# code via a temporary project file, enabling the attacker to run malicious payloads without dropping or compiling a standalone executable, thereby evading detection.",,tool--e8160cd1-9aa9-b178-7959-9ac86d5930b3,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-17T16:23:34.218170Z,MSBuild.exe,,2.1,"[""execution"", ""defense-evasion"", ""exploitation""]",tool,"The object contains a detailed description of the tool MSBuild.exe. It is a malicious tool that allows attackers to execute inline C# code via a temporary project file, thereby evading detection by dropping or compiling a standalone executable.

The attackers use MSBuild.exe to run their malicious payloads without being detected. This technique is often used in defense evasion tactics, where the attacker tries to disguise their malicious activities as legitimate system activity.

MSBuild.exe is part of the tool types category and has been classified under several categories including execution, defense-evasion, and exploitation. It is considered a threat due to its ability to execute malicious code without being detected.

The object also contains information about other tools, such as external references and sample references, but these are not relevant to the description of MSBuild.exe itself."
,2026-01-17T16:23:34.218346Z,identity--03f067d6-efe5-77be-641e-966194463145,"PowerShell is used to query Windows System Event Logs as an anti-analysis heuristic, helping the malware determine if it is running in a sandbox or low-activity environment before proceeding.",,tool--2f2d399f-0ea8-8448-59fe-5514b304733b,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-17T16:23:34.218346Z,PowerShell,,2.1,"[""information-gathering"", ""defense-evasion""]",tool,"The object contains information about a tool called PowerShell, which is used to query Windows System Event Logs. This tool is employed as an anti-analysis heuristic by malware to determine if it is running in a sandbox or low-activity environment before proceeding with its malicious activities.

PowerShell is categorized under the tools of information-gathering and defense-evasion. It is utilized to evade detection by analyzing system logs, making it difficult for security measures to identify its presence."
