aliases,created,created_by_ref,description,external_references,id,kill_chain_phases,labels,modified,name,object_marking_refs,spec_version,type,x_mitre_detection,x_mitre_id,x_mitre_permissions_required,x_mitre_platforms,x_mitre_tactic_type,summary
,,,Malicious LNK files are used to execute PowerShell payloads by abusing powershell.exe.,"[{""source_name"": ""MITRE ATT&CK"", ""external_id"": ""T1204.001""}]",attack-pattern--7c811fe7-6a3b-45e1-8227-b0bc87a20e0b,,,,User Execution: Malicious Link,,,attack-pattern,,,,,,"The object contains a Malicious LNK file attack pattern with the following characteristics:

It is used to execute PowerShell payloads by abusing powershell.exe. This attack pattern falls under the category of User Execution, indicating that it involves exploiting user interactions or actions to achieve its malicious goals.

According to external references, this attack pattern is documented in the MITRE ATT&CK framework (external_id: T1204.001). The name ""User Execution: Malicious Link"" accurately describes the nature of this threat, which relies on manipulating users into executing a malicious link file.

In terms of its classification and attributes, the object labels itself as an attack pattern, with no specified kill chain phases or platform associations. It does not require any specific permissions or platforms to operate.

Overall, this Malicious LNK file attack pattern represents a threat to system security by exploiting user interactions to execute malicious payloads via abuse of powershell.exe."
,,,Execution of malicious compressed files and executables delivered via phishing.,"[{""source_name"": ""MITRE ATT&CK"", ""external_id"": ""T1204.002""}]",attack-pattern--01a21f19-ec92-402e-9dd7-e635bf8260f6,,,,User Execution: Malicious File,,,attack-pattern,,,,,,"The object contains information about an attack pattern classified as 'User Execution: Malicious File'. This attack pattern involves the execution of malicious compressed files and executables delivered via phishing. 

Phishing is a common tactic used by attackers to trick users into executing malicious files, which can lead to various security risks. The attack pattern in question falls under this category.

The attack pattern is linked to external sources, including MITRE ATT&CK, with an external reference identifier of T1204.002."
,,,Malicious loaders and implants use CreateProcess or CreateProcessW to spawn PowerShell and cmd.exe processes.,"[{""source_name"": ""MITRE ATT&CK"", ""external_id"": ""T1106""}]",attack-pattern--e2aa6d70-79bb-404d-bf1b-75289e2a3527,,,,Native API (CreateProcess / CreateProcessW),,,attack-pattern,,,,,,"The object contains information about an attack pattern labeled as ""Native API (CreateProcess / CreateProcessW)"". This attack pattern relates to malicious loaders and implants that exploit the Windows operating system's functionality. Specifically, it involves using the CreateProcess or CreateProcessW functions to spawn PowerShell and cmd.exe processes."
,,,Persistence is achieved by creating scheduled tasks such as WindowsUpdate to repeatedly execute malicious scripts.,"[{""source_name"": ""MITRE ATT&CK"", ""external_id"": ""T1053.005""}]",attack-pattern--0c3c7853-3171-4915-932c-db84aa0e2282,,,,Scheduled Task/Job: Windows Task Scheduler,,,attack-pattern,,,,,,"The object contains a detailed description of an attack pattern categorized as 'Scheduled Task/Job: Windows Task Scheduler'. This attack pattern is characterized by the creation of scheduled tasks, such as WindowsUpdate, to repeatedly execute malicious scripts. The primary goal of this tactic is to achieve persistence in a targeted system.

The attack pattern is documented across multiple sources, with external references linking to the MITRE ATT&CK framework. According to the documentation, an attacker can utilize various tools and techniques to create scheduled tasks on a Windows-based system. Once created, these tasks are designed to execute malicious scripts at regular intervals, potentially allowing the attackers to maintain access to the compromised system.

The attack pattern is linked to other tactics within the MITRE ATT&CK framework, indicating its potential as part of broader adversary campaigns. However, specific details regarding these associated tactics and techniques remain unclear in this context.

Overall, the 'Scheduled Task/Job: Windows Task Scheduler' attack pattern serves as a mechanism for attackers to establish persistence on compromised systems by leveraging the built-in task scheduling functionality provided by Windows."
,,,"PowerShell scripts are used extensively for payload delivery, execution, and reverse shell operations.","[{""source_name"": ""MITRE ATT&CK"", ""external_id"": ""T1059.001""}]",attack-pattern--efff46b3-9061-4137-bd22-c65e15993d5f,,,,Command & Scripting Interpreter: PowerShell,,,attack-pattern,,,,,,"The object contains information about an attack pattern known as ""Command & Scripting Interpreter: PowerShell"". This attack pattern is categorized under the type 'attack-pattern' and is related to PowerShell scripts being used extensively for various malicious activities such as payload delivery, execution, and reverse shell operations. 

Specifically, this attack pattern involves the use of PowerShell scripting to facilitate these malicious activities. The provided external reference links to MITRE ATT&CK, which provides further information on this attack pattern.

Key characteristics of this attack pattern include its relation to PowerShell scripts, payload delivery, execution, and reverse shell operations. However, specific details such as created date, modified date, or labels are not available due to the absence of relevant metadata fields in the provided object."
,,,Payloads are obfuscated using Base64 encoding and other techniques to evade detection.,"[{""source_name"": ""MITRE ATT&CK"", ""external_id"": ""T1027""}]",attack-pattern--df6e4221-b925-4002-924b-0ab34e611082,,,,Obfuscated Files or Information,,,attack-pattern,,,,,,"The object contains information about an attack pattern titled ""Obfuscated Files or Information"". This attack pattern involves the use of Base64 encoding and other techniques to evade detection. Specifically, payloads are obfuscated to avoid being detected.

The attack pattern is documented by MITRE ATT&CK, which provides external references (T1027) to support its classification. However, additional information such as creation date, modified date, and labels associated with the attack pattern are not available due to missing data."
,,,Malicious files and shortcuts use names and metadata mimicking legitimate documents and processes.,"[{""source_name"": ""MITRE ATT&CK"", ""external_id"": ""T1036""}]",attack-pattern--e939d21f-3da7-4e66-a79c-1021397a2dda,,,,Masquerading,,,attack-pattern,,,,,,"The object contains an attack pattern classified as 'Masquerading'. This malicious behavior involves using names and metadata of legitimate documents and processes to mimic actual files and shortcuts. The attack pattern's purpose is to deceive security systems into accepting harmful files or shortcuts that could potentially compromise system integrity.

The Masquerading attack pattern is referenced in the MITRE ATT&CK database, with an external ID of 'T1036'. This suggests that it has been documented as part of a larger framework for understanding and mitigating cyber threats."
,,,Command and control communications are established over HTTPS and other web protocols.,"[{""source_name"": ""MITRE ATT&CK"", ""external_id"": ""T1071""}]",attack-pattern--43f9f7e7-79f0-48f5-a6af-53ecdbf72c56,,,,Application Layer Protocol (HTTPS / Web protocols),,,attack-pattern,,,,,,"The object contains information about an attack pattern titled ""Application Layer Protocol (HTTPS / Web protocols)"". This attack pattern involves the establishment of command and control communications over HTTPS and other web protocols. 

The external reference provided by MITRE ATT&CK indicates that this attack pattern is associated with a specific threat technique, T1071."
,,,Reverse shells and implants communicate with C2 servers using raw TCP and custom protocols.,"[{""source_name"": ""MITRE ATT&CK"", ""external_id"": ""T1095""}]",attack-pattern--e2a67267-9d88-4e99-a122-0aab400b7a40,,,,Non-Application Layer Protocol (raw TCP / custom C2),,,attack-pattern,,,,,,"The object contains information about an attack pattern categorized as ""Non-Application Layer Protocol (raw TCP / custom C2)"". The description provided highlights the tactics used by reverse shells and implants to communicate with Command and Control (C2) servers via raw TCP and custom protocols.

This attack pattern is linked to external references, specifically the MITRE ATT&CK framework, which assigns an identifier ""T1095"" to this pattern. 

No additional details are available regarding the creation of this attack pattern, its creator, or the platforms it affects, as these fields are left blank."
,,,Ligolo-ng and similar tools are used for encrypted tunneling and proxying of C2 traffic.,"[{""source_name"": ""MITRE ATT&CK"", ""external_id"": ""T1071""}, {""source_name"": ""MITRE ATT&CK"", ""external_id"": ""T109""}]",attack-pattern--7739fc62-30e9-46a1-8265-8223c4787f5c,,,,Tunneling / Proxy (use of Ligolo-ng),,,attack-pattern,,,,,,"The object contains information about an attack pattern attributed to ""Tunneling / Proxy (use of Ligolo-ng)"". This type of attack involves the use of encrypted tunneling and proxying tools, commonly known as Ligolo-ng, for the malicious transmission of Command and Control (C2) traffic. The external references provided indicate that this attack pattern is documented in the MITRE ATT&CK framework, with external IDs T1071 and T109 corresponding to specific tactics.

According to the available information, Ligolo-ng tools are used to facilitate secure communication between attackers and their command and control servers, thereby enabling covert operations. The attack pattern in question falls under the category of ""Tunneling / Proxy"" attacks, which typically involve exploiting vulnerabilities in network protocols or utilizing legitimate services as a means to bypass security controls.

The attack pattern's purpose is likely to provide a means for attackers to maintain persistent access to compromised networks while concealing their activities through encrypted communication channels."
,,,Data is exfiltrated over C2 channels using application and non-application layer protocols.,"[{""source_name"": ""MITRE ATT&CK"", ""external_id"": ""T1041""}, {""source_name"": ""MITRE ATT&CK"", ""external_id"": ""T1071""}]",attack-pattern--5ba54709-00b5-4c89-b4b4-7a0a6cfbf558,,,,Exfiltration over C2 channel / Application layer,,,attack-pattern,,,,,,"The object contains information about an attack pattern identified as 'Exfiltration over C2 channel / Application layer'. This attack pattern is categorized as a type of threat behavior where sensitive data is exfiltrated over controlled communication channels using both application-layer and non-application-layer protocols.

The attack pattern description highlights the use of Command and Control (C2) channels, which are used to transfer information between attackers and their compromised systems. The data exfiltration occurs through various layers of communication, including application-layer protocols such as HTTP or FTP, as well as non-application-layer protocols like TCP or UDP.

Notable external references include the MITRE ATT&CK database, which assigns threat indicators for this attack pattern, including T1041 and T1071. These identifiers are used to track and analyze similar attack patterns in cybersecurity contexts.

While specific details about the creation of this attack pattern are not provided, it is clear that this behavior represents a common method used by attackers to transfer sensitive data outside of secure networks."
,,,"Threat actors use social engineering techniques via the ClickFix initial access vector to compel victims to execute malicious commands in the Windows Run Prompt, leading to the deployment of NetSupport RAT.","[{""source_name"": ""eSentire Blog"", ""url"": ""https://www.esentire.com/blog/unpacking-netsupport-rat-loaders-delivered-via-clickfix""}]",attack-pattern--5a0f8ce6-522e-4cde-b330-329a27759d94,,,,Initial Access via ClickFix Social Engineering,,,attack-pattern,,,,,,"The object contains information about an attack pattern identified as ""Initial Access via ClickFix Social Engineering"". This attack pattern involves the use of social engineering techniques by threat actors to exploit the ClickFix initial access vector, compelling victims to execute malicious commands in the Windows Run Prompt. As a result, NetSupport RAT is deployed on the victim's system.

The attack pattern relies on social engineering tactics, making it challenging for victims to recognize and resist the attack. The use of legitimate software such as ClickFix as a conduit for malware delivery adds to the sophistication of this threat.

There are no specific external references provided in the object description to support the information about this attack pattern. However, an external reference exists that provides more detailed information about NetSupport RAT loaders delivered via ClickFix, which is likely relevant to this attack pattern."
,,,"Threat actors utilize PowerShell-based loaders to download, extract, and execute NetSupport RAT. The loader decodes base64 blobs, writes payloads to disk, establishes persistence, and executes the RAT client.","[{""source_name"": ""eSentire Blog"", ""url"": ""https://www.esentire.com/blog/unpacking-netsupport-rat-loaders-delivered-via-clickfix""}]",attack-pattern--2097c35c-d414-42fa-9cb4-adf9c76de917,,,,PowerShell-based Loader for RAT Deployment,,,attack-pattern,,,,,,"The object contains information about a specific attack pattern referred to as ""PowerShell-based Loader for RAT Deployment"". This attack pattern involves the use of PowerShell-based loaders to deploy NetSupport RAT. The loader's functions include decoding base64 blobs, writing payloads to disk, establishing persistence, and executing the RAT client.

Threat actors utilize this technique to download, extract, and execute the NetSupport RAT. The RAT is a type of remote access trojan that allows attackers to gain unauthorized control over compromised systems.

The attack pattern is documented in an external reference, specifically on the eSentire Blog website. This source provides insight into the tactics, techniques, and procedures (TTPs) used by threat actors to deploy the NetSupport RAT using PowerShell-based loaders."
,,,"Threat actors use msiexec.exe to remotely retrieve and execute MSI installer packages that deploy NetSupport RAT, often using base64-encoded and obfuscated PowerShell commands.","[{""source_name"": ""eSentire Blog"", ""url"": ""https://www.esentire.com/blog/unpacking-netsupport-rat-loaders-delivered-via-clickfix""}]",attack-pattern--d5c9d0bc-5f6d-4d5f-a6f3-521f439d18dd,,,,MSI-based Loader via msiexec LOLBin,,,attack-pattern,,,,,,"The object contains a threat actor utilizing the msiexec.exe mechanism to remotely retrieve and execute MSI installer packages that deploy NetSupport RAT. This tactic often employs base64-encoded and obfuscated PowerShell commands for added complexity.

Threat actors frequently rely on the msiexec.exe utility to load malicious payloads, in this case, a loader for the NetSupport RAT. The use of msiexec.exe allows attackers to execute MSI installer packages that can be used to deploy the RAT without being detected by traditional security measures.

The deployment mechanism typically involves base64-encoded and obfuscated PowerShell commands, which are loaded into the msiexec.exe utility to facilitate execution. This approach enables threat actors to bypass certain security controls and maintain a level of anonymity during the attack.

In summary, the object contains a description of an attack pattern that exploits the msiexec.exe mechanism to deploy NetSupport RAT, employing base64-encoded and obfuscated PowerShell commands for added complexity."
,,,Some loader variants delete registry values in the RunMRU registry key to hide evidence of malicious command execution via the Windows Run Prompt.,"[{""source_name"": ""eSentire Blog"", ""url"": ""https://www.esentire.com/blog/unpacking-netsupport-rat-loaders-delivered-via-clickfix""}]",attack-pattern--304c9f5e-8ef9-4d66-ab28-71a9f71b70ec,,,,RunMRU Registry Deletion to Evade Detection,,,attack-pattern,,,,,,"The object contains a detailed information about an attack pattern, specifically ""RunMRU Registry Deletion to Evade Detection"". 

This attack pattern is related to malicious command execution via the Windows Run Prompt. The attackers use loader variants that delete registry values in the RunMRU registry key, thereby hiding evidence of their malicious activities. 

According to the data, this attack pattern is documented by a reputable source ""eSentire Blog"" which provides an in-depth analysis on Netsupport Rat loaders delivered via ClickFix. This information serves as an external reference for further understanding and research.

The attack pattern falls under the category of 'attack-pattern' type."
,,,"Exploitation of unsafe deserialization in WSUS's reporting web services by sending crafted SOAP requests with malicious AuthorizationCookie payloads. The payload is a Base64-encoded, AES-128-CBC encrypted .NET gadget chain, which is deserialized using BinaryFormatter, resulting in arbitrary code execution with SYSTEM privileges.","[{""source_name"": ""Picus Security"", ""url"": ""https://www.picussecurity.com/resource/blog/cve-2025-59287-explained-wsus-unauthenticated-rce-vulnerability""}, {""source_name"": ""MSRC"", ""url"": ""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-59287""}]",attack-pattern--27af5b40-17d7-400b-a7af-ef5cf744cfa3,,,,WSUS Unauthenticated Remote Code Execution via Unsafe Deserialization,,,attack-pattern,"Monitor HTTP POST requests to /ClientWebService/Client.asmx with large payloads, and process creation events where wsusservice.exe or w3wp.exe spawns cmd.exe or powershell.exe. Review WSUS logs for deserialization errors.",,,,,"The object contains detailed information about an attack pattern known as ""WSUS Unauthenticated Remote Code Execution via Unsafe Deserialization"". This vulnerability exploits a weakness in WSUS's (Windows Server Update Services) reporting web services by sending crafted SOAP requests with malicious AuthorizationCookie payloads.

The payload consists of a Base64-encoded, AES-128-CBC encrypted .NET gadget chain that is deserialized using BinaryFormatter. When this happens, it results in arbitrary code execution with SYSTEM privileges, making it a highly severe vulnerability.

This attack pattern has been identified by multiple sources, including Picus Security and MSRC (Microsoft Security Response Center), which have documented the issue on their respective websites.

The recommended approach to detect and prevent this vulnerability is to monitor HTTP POST requests to /ClientWebService/Client.asmx with large payloads and review WSUS logs for deserialization errors."
,,,"Business Email Compromise (BEC) is a targeted attack in which scammers impersonate trusted individuals or vendors to commit financial fraud. In this campaign, attackers exploited AWS SES and DKIM from compromised WordPress sites to send phishing emails.","[{""source_name"": ""FortiGuard Labs"", ""url"": ""https://www.fortinet.com/blog/threat-research/cloud-abuse-at-scale""}]",attack-pattern--f5d6611e-205e-4b5d-94e4-e0b180be0782,,,,Business Email Compromise (BEC),,,attack-pattern,,,,,,"The object contains information about a Business Email Compromise (BEC) attack pattern. 

This campaign involved attackers impersonating trusted individuals or vendors to commit financial fraud through targeted attacks on AWS SES and DKIM from compromised WordPress sites, ultimately resulting in the sending of phishing emails."
,,,"Attackers use stolen cloud credentials to access AWS services, bypassing traditional security controls and enabling large-scale abuse such as SES exploitation and automated reconnaissance.","[{""source_name"": ""FortiGuard Labs"", ""url"": ""https://www.fortinet.com/blog/threat-research/cloud-abuse-at-scale""}]",attack-pattern--81488665-9734-4a1f-9393-28984d0fd210,,,,Cloud Credential Abuse,,,attack-pattern,,,,,,"The object contains information about an attack pattern identified by the security community. The attack pattern is labeled as ""Cloud Credential Abuse."" 

Attackers use stolen cloud credentials to access AWS services and bypass traditional security controls. This enables them to carry out large-scale abuse, such as exploiting Simple Email Service (SES) and conducting automated reconnaissance.

The attack pattern is supported by an external reference from FortiGuard Labs, which provides more information about the threat."
,,,"Adversaries exploit Amazon SES using compromised credentials to create and verify email identities, send phishing emails, and conduct BEC campaigns. Techniques include DKIM abuse and manipulation of SES API calls.","[{""source_name"": ""FortiGuard Labs"", ""url"": ""https://www.fortinet.com/blog/threat-research/cloud-abuse-at-scale""}]",attack-pattern--134d2e7f-c102-4d68-af50-371ba4474ab8,,,,Abuse of Amazon Simple Email Service (SES),,,attack-pattern,,,,,,"The object contains information regarding an attack pattern attributed to the abuse of Amazon Simple Email Service (SES). The adversaries exploit compromised credentials to create and verify email identities, send phishing emails, and conduct Business Email Compromise (BEC) campaigns. 

The techniques used in this attack include DomainKeys Identified Mail (DKIM) abuse and manipulation of SES API calls. This abuse allows attackers to impersonate legitimate senders and deceive recipients into performing unintended actions. The tactics employed are phishing and BEC attacks, which involve tricking victims into divulging sensitive information or transferring funds.

The object includes references to FortiGuard Labs' threat research on cloud abuse at scale, indicating that the attack pattern is part of a larger trend in exploiting cloud-based services for malicious purposes."
,,,"Attackers use AWS CLI and APIs such as GetCallerIdentity, GetSendQuota, ListIdentities, ListServiceQuotas, GetAccount, and GetSendStatistics to map cloud environments, test credentials, and plan further abuse.","[{""source_name"": ""Mitre ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1087/003/""}, {""source_name"": ""Mitre ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1526/""}, {""source_name"": ""Mitre ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1098/""}, {""source_name"": ""Mitre ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1136/003/""}]",attack-pattern--9d1b20b7-abb4-4eaa-bf88-52dc23ea07c8,,,,Cloud Reconnaissance via AWS APIs,,,attack-pattern,,,,,,"The object contains information about a specific attack pattern identified by the MITRE ATT&CK framework, specifically labeled as ""Cloud Reconnaissance via AWS APIs"". Here is a detailed summary of the provided data:

The attack pattern involves the use of AWS CLI and various APIs such as GetCallerIdentity, GetSendQuota, ListIdentities, ListServiceQuotas, GetAccount, and GetSendStatistics to gather information about cloud environments. Attackers employ this technique to map their cloud environments, test credentials, and plan further abuse.

This attack pattern is associated with multiple MITRE ATT&CK techniques, including:

- T1087: Cloud Reconnaissance (alias 003)
- T1526: Obfuscation
- T1098: Cloud Discovery
- T1136/003: Cloud Service Provider Profiling

The attack pattern itself is classified as an attack-pattern and does not have any associated labels, kill-chain phases, or other metadata fields."
,,,"Attackers attempt privilege escalation in AWS by creating new IAM users, updating login profiles, and modifying account details to ensure persistence or lock out legitimate owners.","[{""source_name"": ""Mitre ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1098/""}, {""source_name"": ""Mitre ATT&CK"", ""url"": ""https://attack.mitre.org/techniques/T1136/003/""}]",attack-pattern--79ebf93a-87b7-44ac-aa86-c505c617eda6,,,,Privilege Escalation via IAM,,,attack-pattern,,,,,,"The object contains information about an attack pattern labeled as ""Privilege Escalation via IAM"". This attack pattern involves attackers attempting to escalate privileges in AWS by creating new IAM users, updating login profiles, and modifying account details. 

The goal of this attack is to ensure persistence or lock out legitimate owners, indicating a potential attempt at maintaining control over the compromised system. The attack uses various tactics, including creating new accounts, updating user information, and modifying account settings.

The attack pattern is categorized as a technique within the ATT&CK framework by Mitre Corporation, with specific references provided for techniques T1098 and T1136/003. These references suggest that this attack pattern may be used in conjunction with other tactics to achieve a broader impact on an organization's systems."
,,,"The malware uses Discord API for command and control. It validates bot tokens, creates victim-specific channels, sends commands, and exfiltrates data via Discord messages and attachments.","[{""source_name"": ""picussecurity-chaosbot-blog"", ""url"": ""https://www.picussecurity.com/resource/blog/new-rust-malware-chaosbot-leverages-discord-for-stealthy-command-and-control""}]",attack-pattern--457fb1bc-59b4-41c6-915d-5e89fade83a5,,,,Discord-based Command and Control,,,attack-pattern,,,,,,"The object contains information about a type of malware known as Discord-based Command and Control. This malicious software utilizes the Discord API for its command and control operations.

It validates bot tokens to ensure legitimacy, creates victim-specific channels, sends commands, and exfiltrates sensitive data via Discord messages and attachments. These actions suggest that the malware is designed to be stealthy and evade detection.

The object references an external source, a blog post by Picus Security, which provides further details about this specific type of malware."
,,,ChaosBot payload is disguised as msedge_elf.dll and executed via DLL side-loading against the legitimate Microsoft Edge component identity_helper.exe.,"[{""source_name"": ""picussecurity-chaosbot-blog"", ""url"": ""https://www.picussecurity.com/resource/blog/new-rust-malware-chaosbot-leverages-discord-for-stealthy-command-and-control""}]",attack-pattern--a65d3f18-4add-4465-9f1f-acaacf7b26d9,,,,DLL Side-Loading,,,attack-pattern,,,,,,"The object contains information about an attack pattern titled ""DLL Side-Loading"". This attack pattern is classified as a malicious technique where the ChaosBot payload is disguised as msedge_elf.dll and executed via DLL side-loading against the legitimate Microsoft Edge component identity_helper.exe. 

It is linked to another source, specifically the blog post from Picus Security, which provides further details about this type of malware, stating that it leverages Discord for its command-and-control operations."
,,,"ChaosBot operators use phishing campaigns with malicious Windows Shortcut (.lnk) files that execute PowerShell commands to download and execute the malware, while displaying a decoy PDF document to the victim.","[{""source_name"": ""picussecurity-chaosbot-blog"", ""url"": ""https://www.picussecurity.com/resource/blog/new-rust-malware-chaosbot-leverages-discord-for-stealthy-command-and-control""}]",attack-pattern--bf15085d-282c-4a21-a688-ebdf25f0801b,,,,Phishing via Malicious Windows Shortcut (.lnk) Files,,,attack-pattern,,,,,,"The object contains information about an attack pattern titled ""Phishing via Malicious Windows Shortcut (.lnk) Files"". This type of attack involves ChaosBot operators using phishing campaigns that utilize malicious Windows Shortcut (.lnk) files to execute PowerShell commands and download malware. The malware is disguised as a decoy PDF document, attempting to deceive the victim.

The attackers employ this tactic in conjunction with Discord for stealthy command-and-control operations. No specific details are provided about the kill chain phases, labels, or Mitre attributes associated with this attack pattern."
,,,"Initial intrusion is facilitated by compromised credentials for CiscoVPN and over-privileged Active Directory accounts, allowing attackers to deploy and execute ChaosBot using WMI for remote command execution.","[{""source_name"": ""picussecurity-chaosbot-blog"", ""url"": ""https://www.picussecurity.com/resource/blog/new-rust-malware-chaosbot-leverages-discord-for-stealthy-command-and-control""}]",attack-pattern--14bcc063-236d-4703-bc86-ef4727f24655,,,,Credential Access via Compromised Accounts,,,attack-pattern,,,,,,"The object contains information about an attack pattern identified by the label ""Credential Access via Compromised Accounts"". This attack pattern involves exploiting compromised credentials for CiscoVPN and over-privileged Active Directory accounts to deploy and execute ChaosBot using WMI for remote command execution. 

ChaosBot leverages Discord for stealthy command and control, as mentioned in a blog post from Picus Security."
,,,Attackers leverage Windows Management Instrumentation (WMI) to execute commands remotely and deploy malware across the network.,"[{""source_name"": ""picussecurity-chaosbot-blog"", ""url"": ""https://www.picussecurity.com/resource/blog/new-rust-malware-chaosbot-leverages-discord-for-stealthy-command-and-control""}]",attack-pattern--39814347-8635-40cc-ba75-490fed3fb18b,,,,WMI for Remote Command Execution,,,attack-pattern,,,,,,"The object contains a detailed description of an attack pattern related to Windows Management Instrumentation (WMI). Attackers use WMI to execute commands remotely and deploy malware across the network. This attack pattern is classified as a type of malicious activity where attackers leverage the WMI toolset for their malicious purposes.

According to the information provided, the attack pattern is linked to external references from various sources, including a blog post from Picus Security, which discusses the use of Rust malware that utilizes Discord for stealthy command and control. 

There seems to be some missing or unspecified data regarding certain fields such as kill chain phases, labels, modified dates, spec version, and x-mitre related details like detection, id, permissions, platforms, and tactic types."
,,,"ChaosBot patches the first few instructions of ntdll!EtwEventWrite in memory to disable ETW telemetry, hindering EDR and sandbox visibility.","[{""source_name"": ""picussecurity-chaosbot-blog"", ""url"": ""https://www.picussecurity.com/resource/blog/new-rust-malware-chaosbot-leverages-discord-for-stealthy-command-and-control""}]",attack-pattern--f6b141bf-42f6-409f-ab70-f1f1591d9bee,,,,ETW Evasion by Patching ntdll!EtwEventWrite,,,attack-pattern,,,,,,"The object contains information about a malicious attack pattern known as ""ETW Evasion by Patching ntdll!EtwEventWrite"". This attack pattern involves patching the first few instructions of the ntdll!EtwEventWrite function in memory to disable ETW telemetry, which hinders the visibility of endpoint detection and response (EDR) and sandbox solutions. The goal is to evade security controls and remain stealthy.

The attack uses a technique called ""in-place patching"" where the malicious code modifies the function's behavior by altering its instructions in memory. This allows the attackers to disable ETW telemetry, which is used to collect log data from systems and applications. By doing so, they make it difficult for EDR and sandbox solutions to detect and analyze their activities.

The attack pattern is linked to a malware known as ChaosBot, which uses Discord as a command and control (C2) server to communicate with its attackers. The blog post ""New Rust Malware: Chaosbot Leverages Discord for Stealthy Command and Control"" by Picus Security provides more information on this threat."
,,,"ChaosBot checks system MAC addresses against known VM prefixes (VMWare, VirtualBox) and halts execution if a match is found to evade sandbox analysis.","[{""source_name"": ""picussecurity-chaosbot-blog"", ""url"": ""https://www.picussecurity.com/resource/blog/new-rust-malware-chaosbot-leverages-discord-for-stealthy-command-and-control""}]",attack-pattern--d3802e3e-0404-4797-a4a7-441de309b1bb,,,,Anti-VM Checks via MAC Address,,,attack-pattern,,,,,,"The object contains information about an attack pattern identified as ""Anti-VM Checks via MAC Address"". This attack pattern involves a bot named ChaosBot that checks system MAC addresses against known VM prefixes to evade sandbox analysis. When a match is found, the execution of the application is halted.

It appears that this attack pattern was discovered and documented by Picus Security, a cybersecurity firm, which published a blog post about the discovery of a new Rust-based malware called ChaosBot. According to the blog post, ChaosBot leverages Discord for stealthy command and control communications.

The attack pattern has been assigned an ID and is categorized as ""attack-pattern"". However, some metadata fields such as kill chain phases, labels, and object marking references are not available due to missing data.

Overall, this attack pattern highlights the tactics used by attackers to evade detection in sandbox environments by leveraging MAC address checking capabilities."
,,,Attackers deploy legitimate tools such as Fast Reverse Proxy (frp) and attempt to use Visual Studio Code Tunnel service for persistent and covert access post-compromise.,"[{""source_name"": ""picussecurity-chaosbot-blog"", ""url"": ""https://www.picussecurity.com/resource/blog/new-rust-malware-chaosbot-leverages-discord-for-stealthy-command-and-control""}]",attack-pattern--7a17c8e8-1356-46e9-bcd4-87d5e52f2a0c,,,,"Use of Legitimate Tools for Persistence (FRP, VS Code Tunnel)",,,attack-pattern,,,,,,"The object contains a description of an attack pattern titled ""Use of Legitimate Tools for Persistence (FRP, VS Code Tunnel)"". This attack pattern involves attackers using legitimate tools like Fast Reverse Proxy (frp) and attempting to exploit the Visual Studio Code Tunnel service for covert access after gaining control over a compromised system. The attackers leverage these tools to achieve persistent and stealthy command and control functionality."
,2025-10-17T00:00:00Z,,"The use of NAT64 as a transition technology to enable IPv6-only endpoints to communicate with IPv4-only hosts. This pattern includes the deployment of DNS64/NAT64 and 464XLAT, leveraging either a well-known prefix (WKP) or network-specific prefix (NSP) for translation. It is commonly used in enterprise environments and large-scale mobile networks.","[{""source_name"": ""RFC 6146"", ""url"": ""https://datatracker.ietf.org/doc/html/rfc6146""}, {""source_name"": ""RFC 6877"", ""url"": ""https://datatracker.ietf.org/doc/html/rfc6877""}]",attack-pattern--ef41fd1d-edf9-400c-85a4-836e6c06e60d,,,,IPv6 Transition via NAT64,,,attack-pattern,,,,,,"The object contains information about an attack pattern titled ""IPv6 Transition via NAT64"". This attack pattern involves the use of NAT64 as a transition technology to enable IPv6-only endpoints to communicate with IPv4-only hosts. The deployment of DNS64/NAT64 and 464XLAT is commonly used in enterprise environments and large-scale mobile networks.

The transition technology relies on either well-known prefixes (WKP) or network-specific prefixes (NSP) for translation, allowing IPv6-only endpoints to connect to IPv4-only hosts. This pattern is often utilized in these environments to facilitate communication between different network types.

According to the provided metadata, this attack pattern has been referenced by two external sources: RFC 6146 and RFC 6877. These documents outline the use of NAT64 as a transition technology for IPv6 and IPv4 networks.

In summary, ""IPv6 Transition via NAT64"" is an attack pattern that involves the deployment of NAT64 as a transition technology to enable communication between IPv6-only endpoints and IPv4-only hosts in enterprise environments and large-scale mobile networks."
